Serving Size,nutritions
100 грама съдържат:,"['128', '2.20', '28.70', '0.50'] -> 4 елемента"
100 грама съдържат:,"['352', 'Няма', 'данни', '88', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['321', '6.80', '48.80', '11'] -> 4 елемента"
100 грама съдържат:,"['35', '3.91', '6.04', '0.46'] -> 4 елемента"
100 грама съдържат:,"['235', '7.40', '6.50', '19.90'] -> 4 елемента"
100 грама съдържат:,"['183', '0.50', '45', '0.10'] -> 4 елемента"
100 грама съдържат:,"['332', '19', '1.10', '28'] -> 4 елемента"
100 грама съдържат:,"['416', '5.60', '76.90', '9.80'] -> 4 елемента"
100 грама съдържат:,"['222', '15.70', '0', '17.17'] -> 4 елемента"
100 грама съдържат:,"['127', '11.20', '15.20', '2.40'] -> 4 елемента"
100 грама съдържат:,"['335', '13.90', '39.70', '13.40'] -> 4 елемента"
100 грама съдържат:,"['353', '11', '75', '1'] -> 4 елемента"
100 грама съдържат:,"['35', '1.89', '7.88', '0.28'] -> 4 елемента"
100 грама съдържат:,"['15', '1.80', '2.48', '0.18'] -> 4 елемента"
100 грама съдържат:,"['194', '26.76', '0', '8.87'] -> 4 елемента"
100 грама съдържат:,"['622', '6.10', '46', '46'] -> 4 елемента"
100 грама съдържат:,"['47', '0.10', '10.80', '0.40'] -> 4 елемента"
100 грама съдържат:,"['98', '1.46', '23.63', '0.40'] -> 4 елемента"
100 грама съдържат:,"['128', '10', '8.60', '6'] -> 4 елемента"
100 грама съдържат:,"['337', '6.20', '78', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['438', '6', '51', '28'] -> 4 елемента"
100 грама съдържат:,"['270', '23', '41', '1.50'] -> 4 елемента"
100 грама съдържат:,"['131', '1.36', '19.24', '5.40'] -> 4 елемента"
100 грама съдържат:,"['35', '1.89', '7.88', '0.28'] -> 4 елемента"
100 грама съдържат:,"['469', '6.10', '68.90', '18.80'] -> 4 елемента"
100 грама съдържат:,"['125', '22.67', '0', '3.11'] -> 4 елемента"
100 грама съдържат:,"['120', '20.26', '0', '3.77'] -> 4 елемента"
100 грама съдържат:,"['81', '10.45', '4.76', '2.27'] -> 4 елемента"
100 грама съдържат:,"['237', '16.69', '0', '18.34'] -> 4 елемента"
100 грама съдържат:,"['18', '1', '1.25', '1'] -> 4 елемента"
100 грама съдържат:,"['193', '7.30', '13.30', '12.30'] -> 4 елемента"
100 грама съдържат:,"['62', '3.20', '5.50', '3'] -> 4 елемента"
100 грама съдържат:,"['83', '5.50', '3', '5.40'] -> 4 елемента"
100 грама съдържат:,"['129', '8', '22', '1'] -> 4 елемента"
100 грама съдържат:,"['366', '8.30', '74', '4.10'] -> 4 елемента"
100 грама съдържат:,"['562', '10', '36', '42'] -> 4 елемента"
100 грама съдържат:,"['63', '3.40', '4.20', '3.60'] -> 4 елемента"
100 грама съдържат:,"['393', '0.20', '96.70', '0.60'] -> 4 елемента"
100 грама съдържат:,"['144', '9.16', '25.27', '1.08'] -> 4 елемента"
100 грама съдържат:,"['101', '17.21', '0', '3.07'] -> 4 елемента"
100 грама съдържат:,"['118', '8.84', '16.37', '1.86'] -> 4 елемента"
100 грама съдържат:,"['317', '23.47', '0', '24.01'] -> 4 елемента"
100 грама съдържат:,"['383', '15.70', '63.40', '7.60'] -> 4 елемента"
100 грама съдържат:,"['426', '12.60', '70', '10.60'] -> 4 елемента"
100 грама съдържат:,"['207', '9.30', '13.30', '13'] -> 4 елемента"
100 грама съдържат:,"['199', '13.79', '0', '15.48'] -> 4 елемента"
100 грама съдържат:,"['358', '7.60', '77', '2.20'] -> 4 елемента"
100 грама съдържат:,"['521', '9.45', '51.60', '30.74'] -> 4 елемента"
100 грама съдържат:,"['109', '4.80', '23.54', '0.63'] -> 4 елемента"
100 грама съдържат:,"['21', '0.25', '6.69', '0.23'] -> 4 елемента"
100 грама съдържат:,"['283', '3.20', '47.20', '9'] -> 4 елемента"
100 грама съдържат:,"['269', '22.90', '41.20', '1.44'] -> 4 елемента"
100 грама съдържат:,"['350', '10.50', '72.50', '2'] -> 4 елемента"
100 грама съдържат:,"['345', '22', '60.70', '2.60'] -> 4 елемента"
100 грама съдържат:,"['68', '3.30', '5.50', '3.60'] -> 4 елемента"
100 грама съдържат:,"['2', 'Няма', 'данни', '0.42', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['173', '12.62', '17.48', '5.83'] -> 4 елемента"
100 грама съдържат:,"['129', '24.08', '0', '2.89'] -> 4 елемента"
100 грама съдържат:,"['272', '11.39', '0', '24.73'] -> 4 елемента"
100 грама съдържат:,"['45', '3.11', '9.18', '0.50'] -> 4 елемента"
100 грама съдържат:,"['186', '14.37', '0', '13.84'] -> 4 елемента"
100 грама съдържат:,"['97', '10.69', '4.61', '3.85'] -> 4 елемента"
100 грама съдържат:,"['217', '5.16', '29.95', '8.48'] -> 4 елемента"
100 грама съдържат:,"['541', '10', '45.50', '35.40'] -> 4 елемента"
100 грама съдържат:,"['338', '1.30', '6.70', '34'] -> 4 елемента"
100 грама съдържат:,"['362', '12', '74', '2'] -> 4 елемента"
100 грама съдържат:,"['61', 'Няма', 'данни', '14.30', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['143', '6', '6.80', '10.20'] -> 4 елемента"
100 грама съдържат:,"['275', '2.30', '38', '12.60'] -> 4 елемента"
100 грама съдържат:,"['217', '8', '13.30', '14.60'] -> 4 елемента"
100 грама съдържат:,"['44', '2.08', '7.08', '0.83'] -> 4 елемента"
100 грама съдържат:,"['98', '18.30', '0', '2.20'] -> 4 елемента"
100 грама съдържат:,"['335', '5.60', '75.80', '3'] -> 4 елемента"
100 грама съдържат:,"['284', '9.25', '73.01', '0.73'] -> 4 елемента"
100 грама съдържат:,"['142', '8.97', '25.81', '0.64'] -> 4 елемента"
100 грама съдържат:,"['193', '18.71', '0', '12.51'] -> 4 елемента"
100 грама съдържат:,"['20', '1.86', '3.50', '0.32'] -> 4 елемента"
100 грама съдържат:,"['464', '5.70', '52.70', '25.60'] -> 4 елемента"
100 грама съдържат:,"['29', '0.04', '7.47', '0.01'] -> 4 елемента"
100 грама съдържат:,"['38', '2.63', '7.75', '0.43'] -> 4 елемента"
100 грама съдържат:,"['380', '14.30', '75.50', '2.30'] -> 4 елемента"
100 грама съдържат:,"['87', '5.70', '3', '5.80'] -> 4 елемента"
100 грама съдържат:,"['587', '9', '39.80', '43.50'] -> 4 елемента"
100 грама съдържат:,"['21', 'Няма', 'данни', '5.26', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['79', '0.67', '12.33', '3'] -> 4 елемента"
100 грама съдържат:,"['358', '11', '74', '2'] -> 4 елемента"
100 грама съдържат:,"['161', '10.66', '20.49', '4.10'] -> 4 елемента"
100 грама съдържат:,"['296', '17', '1.40', '24.70'] -> 4 елемента"
100 грама съдържат:,"['481', '3.60', '66.40', '26.40'] -> 4 елемента"
100 грама съдържат:,"['91', '18.56', '0', '1.33'] -> 4 елемента"
100 грама съдържат:,"['159', '4', '26.40', '4.10'] -> 4 елемента"
100 грама съдържат:,"['156', '26.46', '0', '4.77'] -> 4 елемента"
100 грама съдържат:,"['33', '3.31', '6.09', '0.41'] -> 4 елемента"
100 грама съдържат:,"['336', '21.11', '62.25', '1.18'] -> 4 елемента"
100 грама съдържат:,"['162', '9.31', '30.88', '0.48'] -> 4 елемента"
100 грама съдържат:,"['53', '2.89', '11.95', '0.34'] -> 4 елемента"
100 грама съдържат:,"['230', '25.33', '0', '13.54'] -> 4 елемента"
100 грама съдържат:,"['186', '4', '14', '12.70'] -> 4 елемента"
100 грама съдържат:,"['277', '23.55', '9.50', '15.44'] -> 4 елемента"
100 грама съдържат:,"['316', '10.60', '59.50', '3.90'] -> 4 елемента"
100 грама съдържат:,"['33', 'Няма', 'данни', '8.24', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['123', '2', '8.50', '9'] -> 4 елемента"
100 грама съдържат:,"['566', '30', '8', '46'] -> 4 елемента"
100 грама съдържат:,"['76', '0.67', '13', '2.33'] -> 4 елемента"
100 грама съдържат:,"['437', '7.50', '68', '15'] -> 4 елемента"
100 грама съдържат:,"['47', '3.27', '10.51', '0.15'] -> 4 елемента"
100 грама съдържат:,"['116', '25.23', '0', '0.96'] -> 4 елемента"
100 грама съдържат:,"['82', '4.60', '15.18', '0.56'] -> 4 елемента"
100 грама съдържат:,"['101', '17.20', '0', '3.10'] -> 4 елемента"
100 грама съдържат:,"['216', '5.90', '33.80', '6.30'] -> 4 елемента"
100 грама съдържат:,"['120', '17.60', '6.40', '2.20'] -> 4 елемента"
100 грама съдържат:,"['23', '2.98', '2.71', '0.78'] -> 4 елемента"
100 грама съдържат:,"['78', '7.07', '15.01', '0.81'] -> 4 елемента"
100 грама съдържат:,"['148', '19.55', '0', '7.14'] -> 4 елемента"
100 грама съдържат:,"['387', '23.37', '4.78', '30.60'] -> 4 елемента"
100 грама съдържат:,"['278', '6.25', '32.90', '13.45'] -> 4 елемента"
100 грама съдържат:,"['33', 'Няма', 'данни', '8.24', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['437', '5.10', '62.60', '18.50'] -> 4 елемента"
100 грама съдържат:,"['135', '10.44', '18.88', '2.01'] -> 4 елемента"
100 грама съдържат:,"['301', '4.71', '38.82', '14.12'] -> 4 елемента"
100 грама съдържат:,"['450', '10.90', '63.10', '25.80'] -> 4 елемента"
100 грама съдържат:,"['217', '3.60', '14.60', '16'] -> 4 елемента"
100 грама съдържат:,"['461', '9.50', '72', '15'] -> 4 елемента"
100 грама съдържат:,"['358', '12', '73', '2'] -> 4 елемента"
100 грама съдържат:,"['19', '2.03', '3.60', '0.09'] -> 4 елемента"
100 грама съдържат:,"['256', '29.10', '0', '14.60'] -> 4 елемента"
100 грама съдържат:,"['90', '19.99', '0', '0.55'] -> 4 елемента"
100 грама съдържат:,"['614', '18', '23', '50'] -> 4 елемента"
100 грама съдържат:,"['194', '7.30', '13.60', '12.30'] -> 4 елемента"
100 грама съдържат:,"['143', '9.01', '26.22', '0.65'] -> 4 елемента"
100 грама съдържат:,"['21', '0.40', '6.48', '0.29'] -> 4 елемента"
100 грама съдържат:,"['273', '9.17', '31.73', '12.12'] -> 4 елемента"
100 грама съдържат:,"['63', '1.70', '10.50', '1.60'] -> 4 елемента"
100 грама съдържат:,"['366', '11', '76', '2'] -> 4 елемента"
100 грама съдържат:,"['37', 'Няма', 'данни', '9.17', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['435', '5.20', '49.90', '23.80'] -> 4 елемента"
100 грама съдържат:,"['388', '5.98', '55.43', '15.76'] -> 4 елемента"
100 грама съдържат:,"['384', 'Няма', 'данни', '96', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['20', '0.60', '4.10', '0.10'] -> 4 елемента"
100 грама съдържат:,"['347', '21.42', '62.55', '1.23'] -> 4 елемента"
100 грама съдържат:,"['167', '4.90', '22.10', '6.50'] -> 4 елемента"
100 грама съдържат:,"['376', '25.18', '3.06', '29.20'] -> 4 елемента"
100 грама съдържат:,"['32', '0.33', '7.44', '0.52'] -> 4 елемента"
100 грама съдържат:,"['182', '15', '0', '13.10'] -> 4 елемента"
100 грама съдържат:,"['74', '16.32', '0', '0.45'] -> 4 елемента"
100 грама съдържат:,"['126', '22.16', '0', '3.46'] -> 4 елемента"
100 грама съдържат:,"['374', '5.59', '58.25', '13.17'] -> 4 елемента"
100 грама съдържат:,"['103', '6.07', '19.32', '0.34'] -> 4 елемента"
100 грама съдържат:,"['336', '9.10', '71', '1.70'] -> 4 елемента"
100 грама съдържат:,"['334', 'Няма', 'данни', '83.50', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['153', '10.40', '15.20', '5.60'] -> 4 елемента"
100 грама съдържат:,"['285', '9.60', '54.40', '3.20'] -> 4 елемента"
100 грама съдържат:,"['175', '4', '22.50', '7.70'] -> 4 елемента"
100 грама съдържат:,"['42', '2.08', '7.08', '0.62'] -> 4 елемента"
100 грама съдържат:,"['527', '2.90', '3.20', '55.80'] -> 4 елемента"
100 грама съдържат:,"['125', '4.50', '11.10', '7'] -> 4 елемента"
100 грама съдържат:,"['234', '22.83', '0', '15.12'] -> 4 елемента"
100 грама съдържат:,"['188', '13.10', '14.20', '8.70'] -> 4 елемента"
100 грама съдържат:,"['149', '9.06', '27.91', '0.49'] -> 4 елемента"
100 грама съдържат:,"['118', '24.84', '0', '1.30'] -> 4 елемента"
100 грама съдържат:,"['105', '6.65', '19.45', '0.30'] -> 4 елемента"
100 грама съдържат:,"['173', '27.23', '0', '6.28'] -> 4 елемента"
100 грама съдържат:,"['283', '14', '15.70', '18'] -> 4 елемента"
100 грама съдържат:,"['336', '7.50', '73', '1.60'] -> 4 елемента"
100 грама съдържат:,"['47', '1.33', '7', '1.50'] -> 4 елемента"
100 грама съдържат:,"['356', '49', '26.40', '6'] -> 4 елемента"
100 грама съдържат:,"['398', '6.40', '53.50', '17.60'] -> 4 елемента"
100 грама съдържат:,"['340', '2.84', '56.34', '11.44'] -> 4 елемента"
100 грама съдържат:,"['435', '5.20', '54.50', '21.80'] -> 4 елемента"
100 грама съдържат:,"['423', '1.10', '12.50', '40.90'] -> 4 елемента"
100 грама съдържат:,"['450', '10.90', '63.10', '25.80'] -> 4 елемента"
100 грама съдържат:,"['43', '1.50', '7', '1'] -> 4 елемента"
100 грама съдържат:,"['152', '14.84', '0', '9.82'] -> 4 елемента"
100 грама съдържат:,"['193', '9.24', '20.17', '8.40'] -> 4 елемента"
100 грама съдържат:,"['343', '20.96', '64.19', '1.13'] -> 4 елемента"
100 грама съдържат:,"['433', '6.50', '60', '18.50'] -> 4 елемента"
100 грама съдържат:,"['341', '14', '66', '2.30'] -> 4 елемента"
100 грама съдържат:,"['28', '1.33', '2.33', '1.50'] -> 4 елемента"
100 грама съдържат:,"['29', '0.80', '6.70', '0.41'] -> 4 елемента"
100 грама съдържат:,"['484', '1', '5.90', '50.70'] -> 4 елемента"
100 грама съдържат:,"['114', '17.10', '0.65', '4.80'] -> 4 елемента"
100 грама съдържат:,"['161', '9.40', '27.10', '1.70'] -> 4 елемента"
100 грама съдържат:,"['123', '6.81', '23.64', '0.32'] -> 4 елемента"
100 грама съдържат:,"['65', 'Няма', 'данни', '16.25', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['138', '18.70', '1', '6'] -> 4 елемента"
100 грама съдържат:,"['170', '30.54', '0', '4.34'] -> 4 елемента"
100 грама съдържат:,"['269', '23', '41', '1.40'] -> 4 елемента"
100 грама съдържат:,"['359', '3.94', '61.38', '10.89'] -> 4 елемента"
100 грама съдържат:,"['371', '23.24', '2.79', '29.68'] -> 4 елемента"
100 грама съдържат:,"['20', 'Няма', 'данни', '5', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['53', '0.40', '12.90', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['151', '5.20', '16', '7.30'] -> 4 елемента"
100 грама съдържат:,"['72', 'Няма', 'данни', '18', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['44', '2', '3.67', '2.33'] -> 4 елемента"
100 грама съдържат:,"['379', '53', '39.50', '1'] -> 4 елемента"
100 грама съдържат:,"['18', '0.95', '3.90', '0.18'] -> 4 елемента"
100 грама съдържат:,"['169', '9.10', '30.80', '1'] -> 4 елемента"
100 грама съдържат:,"['175', '12.80', '1.80', '12.90'] -> 4 елемента"
100 грама съдържат:,"['86', '15.24', '0', '2.37'] -> 4 елемента"
100 грама съдържат:,"['185', '31.69', '0.57', '6.20'] -> 4 елемента"
100 грама съдържат:,"['128', '8.33', '20.61', '1.75'] -> 4 елемента"
100 грама съдържат:,"['21', '0.72', '4.60', '0.27'] -> 4 елемента"
100 грама съдържат:,"['190', '3.20', '7.70', '16.30'] -> 4 елемента"
100 грама съдържат:,"['127', '22.41', '0', '3.42'] -> 4 елемента"
100 грама съдържат:,"['304', '1.70', '55.35', '8.39'] -> 4 елемента"
100 грама съдържат:,"['27', '1.25', '2.29', '1.46'] -> 4 елемента"
100 грама съдържат:,"['150', '12.80', '15.60', '4'] -> 4 елемента"
100 грама съдържат:,"['57', '2.60', '10.50', '0.50'] -> 4 елемента"
100 грама съдържат:,"['335', '9.70', '71', '1.40'] -> 4 елемента"
100 грама съдържат:,"['33', 'Няма', 'данни', '8.24', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['492', '6.70', '56.60', '26.50'] -> 4 елемента"
100 грама съдържат:,"['218', '14.20', '0.80', '17.60'] -> 4 елемента"
100 грама съдържат:,"['140', '9.49', '21.90', '1.64'] -> 4 елемента"
100 грама съдържат:,"['166', '8.10', '30.50', '1.30'] -> 4 елемента"
100 грама съдържат:,"['168', '12.80', '1.90', '12.10'] -> 4 елемента"
100 грама съдържат:,"['372', '3.99', '76.80', '5.99'] -> 4 елемента"
100 грама съдържат:,"['90', '16.30', '0', '2.30'] -> 4 елемента"
100 грама съдържат:,"['29', '0.91', '6.50', '0.37'] -> 4 елемента"
100 грама съдържат:,"['11', '1.53', '1.52', '0.22'] -> 4 елемента"
100 грама съдържат:,"['287', '3.70', '73.60', '1.10'] -> 4 елемента"
100 грама съдържат:,"['20', '1.08', '4.45', '0.21'] -> 4 елемента"
100 грама съдържат:,"['301', '27.14', '0', '21.39'] -> 4 елемента"
100 грама съдържат:,"['462', '11.40', '4.67', '43.84'] -> 4 елемента"
100 грама съдържат:,"['205', '7.20', '15.20', '12.80'] -> 4 елемента"
100 грама съдържат:,"['876', '0.28', '0', '99.48'] -> 4 елемента"
100 грама съдържат:,"['310', '4.02', '50.68', '10.18'] -> 4 елемента"
100 грама съдържат:,"['76', '0.20', '18.90', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['320', '11', '63', '2.70'] -> 4 елемента"
100 грама съдържат:,"['35', '2.10', '5.50', '0.50'] -> 4 елемента"
100 грама съдържат:,"['79', '0.67', '11.67', '3.33'] -> 4 елемента"
100 грама съдържат:,"['456', '12.70', '57.50', '19.50'] -> 4 елемента"
100 грама съдържат:,"['307', '14', '56', '3'] -> 4 елемента"
100 грама съдържат:,"['42', '2.08', '7.08', '0.62'] -> 4 елемента"
100 грама съдържат:,"['311', '12.10', '60.90', '2.10'] -> 4 елемента"
100 грама съдържат:,"['393', '10.50', '82.30', '1.60'] -> 4 елемента"
100 грама съдържат:,"['433', '6.60', '72.70', '14.20'] -> 4 елемента"
100 грама съдържат:,"['127', '12.60', '1.60', '7.80'] -> 4 елемента"
100 грама съдържат:,"['281', '11.86', '51.42', '8.20'] -> 4 елемента"
100 грама съдържат:,"['123', '9.49', '21.85', '0.17'] -> 4 елемента"
100 грама съдържат:,"['265', '10.40', '0.80', '24.50'] -> 4 елемента"
100 грама съдържат:,"['85', '0.07', '2.68', '0'] -> 4 елемента"
100 грама съдържат:,"['377', '22.59', '1.08', '31.42'] -> 4 елемента"
100 грама съдържат:,"['93', '3.60', '16', '1.60'] -> 4 елемента"
100 грама съдържат:,"['196', '26.62', '0', '9.14'] -> 4 елемента"
100 грама съдържат:,"['320', '5.50', '52.80', '9.60'] -> 4 елемента"
100 грама съдържат:,"['717', '0.85', '0.06', '81.11'] -> 4 елемента"
100 грама съдържат:,"['165', '21.77', '0', '7.95'] -> 4 елемента"
100 грама съдържат:,"['620', '25', '6.20', '55'] -> 4 елемента"
100 грама съдържат:,"['359', '4.70', '64.20', '9.30'] -> 4 елемента"
100 грама съдържат:,"['36', '1.67', '5.83', '0.62'] -> 4 елемента"
100 грама съдържат:,"['266', '9.60', '49.60', '3.20'] -> 4 елемента"
100 грама съдържат:,"['214', '2', '2', '22'] -> 4 елемента"
100 грама съдържат:,"['337', 'Няма', 'данни', '82', '1'] -> 5 елемента"
100 грама съдържат:,"['224', '8.50', '1.20', '20.60'] -> 4 елемента"
100 грама съдържат:,"['456', '8', '62', '19.60'] -> 4 елемента"
100 грама съдържат:,"['329', '25.33', '58.33', '0.45'] -> 4 елемента"
100 грама съдържат:,"['215', '20.70', '7.60', '11.30'] -> 4 елемента"
100 грама съдържат:,"['60', '0.72', '15.56', '0.23'] -> 4 елемента"
100 грама съдържат:,"['200', '29.20', '0', '8.31'] -> 4 елемента"
100 грама съдържат:,"['145', '4.94', '27.78', '1.54'] -> 4 елемента"
100 грама съдържат:,"['350', '6.69', '46.48', '15.23'] -> 4 елемента"
100 грама съдържат:,"['32', '1.74', '6.70', '0.44'] -> 4 елемента"
100 грама съдържат:,"['88', '0.07', '2.86', '0'] -> 4 елемента"
100 грама съдържат:,"['98', '7', '15.60', '0.80'] -> 4 елемента"
100 грама съдържат:,"['17', '0.42', '1.04', '1.25'] -> 4 елемента"
100 грама съдържат:,"['729', '14', '13', '69'] -> 4 елемента"
100 грама съдържат:,"['244', '10.20', '1.20', '22'] -> 4 елемента"
100 грама съдържат:,"['467', '6.10', '68.90', '18.80'] -> 4 елемента"
100 грама съдържат:,"['455', '7.50', '65', '18.30'] -> 4 елемента"
100 грама съдържат:,"['591', '19', '5', '55'] -> 4 елемента"
100 грама съдържат:,"['49', '0.42', '7.08', '2.08'] -> 4 елемента"
100 грама съдържат:,"['169', '28.29', '0', '5.33'] -> 4 елемента"
100 грама съдържат:,"['193', '27.37', '4.47', '6.51'] -> 4 елемента"
100 грама съдържат:,"['27', '1.66', '5.35', '0.45'] -> 4 елемента"
100 грама съдържат:,"['18', '2.95', '1.92', '0.42'] -> 4 елемента"
100 грама съдържат:,"['184', '18.44', '0', '11.66'] -> 4 елемента"
100 грама съдържат:,"['155', '21.55', '0', '6.94'] -> 4 елемента"
100 грама съдържат:,"['289', '26.69', '0.58', '20.04'] -> 4 елемента"
100 грама съдържат:,"['81', '5.22', '14.83', '0.36'] -> 4 елемента"
100 грама съдържат:,"['163', '12.90', '16.20', '5.20'] -> 4 елемента"
100 грама съдържат:,"['260', '1.80', '62', '0.50'] -> 4 елемента"
100 грама съдържат:,"['438', '5.60', '58.80', '20'] -> 4 елемента"
100 грама съдържат:,"['42', '0.35', '5.30', '2.12'] -> 4 елемента"
100 грама съдържат:,"['135', '7.93', '18.94', '3.08'] -> 4 елемента"
100 грама съдържат:,"['50', '1.67', '8.33', '1.08'] -> 4 елемента"
100 грама съдържат:,"['49', '1', '4.80', '2.90'] -> 4 елемента"
100 грама съдържат:,"['484', '8.50', '59.30', '23.60'] -> 4 елемента"
100 грама съдържат:,"['262', '2', '59', '2'] -> 4 елемента"
100 грама съдържат:,"['274', '12.30', '22.50', '15'] -> 4 елемента"
100 грама съдържат:,"['95', '1.72', '23.25', '0.64'] -> 4 елемента"
100 грама съдържат:,"['127', '8.67', '22.80', '0.50'] -> 4 елемента"
100 грама съдържат:,"['36', '0.32', '9.48', '0.14'] -> 4 елемента"
100 грама съдържат:,"['15', '1.80', '2.48', '0.18'] -> 4 елемента"
100 грама съдържат:,"['119', '17.54', '0', '4.93'] -> 4 елемента"
100 грама съдържат:,"['143', '26.17', '0', '3.51'] -> 4 елемента"
100 грама съдържат:,"['466', '6.20', '50.20', '29.10'] -> 4 елемента"
100 грама съдържат:,"['393', '22.83', '1.39', '32.93'] -> 4 елемента"
100 грама съдържат:,"['450', '30', '50', '20'] -> 4 елемента"
100 грама съдържат:,"['363', '76', '7', '2'] -> 4 елемента"
100 грама съдържат:,"['425', '24', '38', '20.40'] -> 4 елемента"
100 грама съдържат:,"['69', '1.60', '9', '3'] -> 4 елемента"
100 грама съдържат:,"['94', '3.04', '16.32', '1.84'] -> 4 елемента"
100 грама съдържат:,"['195', '23', '2', '10.50'] -> 4 елемента"
100 грама съдържат:,"['121', '1.40', '16.50', '5.50'] -> 4 елемента"
100 грама съдържат:,"['266', '15', '2', '22'] -> 4 елемента"
100 грама съдържат:,"['74', '0.50', '13', '2.10'] -> 4 елемента"
100 грама съдържат:,"['264', '2', '64', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['370', '4.55', '72.73', '6.82'] -> 4 елемента"
100 грама съдържат:,"['384', 'Няма', 'данни', '96', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['56', '2.80', '4.10', '3.20'] -> 4 елемента"
100 грама съдържат:,"['55', '0.60', '13.10', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['88', '0.65', '22.06', '0.33'] -> 4 елемента"
100 грама съдържат:,"['329', '15.40', '68.03', '1.92'] -> 4 елемента"
100 грама съдържат:,"['277', '14', '3.76', '22.53'] -> 4 елемента"
100 грама съдържат:,"['519', '5', '57.90', '29.70'] -> 4 елемента"
100 грама съдържат:,"['538', '6', '54.80', '32.80'] -> 4 елемента"
100 грама съдържат:,"['88', '1.04', '22.66', '0.40'] -> 4 елемента"
100 грама съдържат:,"['536', '6.10', '54.20', '32.70'] -> 4 елемента"
100 грама съдържат:,"['25', '0.60', '5.70', '0.30'] -> 4 елемента"
100 грама съдържат:,"['72', '0.52', '18.43', '0.18'] -> 4 елемента"
100 грама съдържат:,"['434', '11.67', '64.33', '14.44'] -> 4 елемента"
100 грама съдържат:,"['434', '11.67', '64.33', '14.44'] -> 4 елемента"
100 грама съдържат:,"['189', '15.71', '5.71', '11.43'] -> 4 елемента"
100 грама съдържат:,"['231', '17.14', '8.57', '14.29'] -> 4 елемента"
100 грама съдържат:,"['95', '2', '6', '7'] -> 4 елемента"
100 грама съдържат:,"['94', '0.63', '23.98', '0.13'] -> 4 елемента"
100 грама съдържат:,"['319', '3.90', '39.40', '16.20'] -> 4 елемента"
100 грама съдържат:,"['434', '11.67', '64.33', '14.44'] -> 4 елемента"
100 грама съдържат:,"['251', '24.26', '2.77', '15.92'] -> 4 елемента"
100 грама съдържат:,"['454', '3.50', '70.70', '17.40'] -> 4 елемента"
100 грама съдържат:,"['588', '8', '50', '44'] -> 4 елемента"
100 грама съдържат:,"['241', '34.80', '1.30', '16.10'] -> 4 елемента"
100 грама съдържат:,"['62', '3.80', '9.30', '1.10'] -> 4 елемента"
100 грама съдържат:,"['77', '1', '18.20', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['46', '0.10', '11.30', '0.13'] -> 4 елемента"
100 грама съдържат:,"['94', '17.10', 'Няма', 'данни', '2.80'] -> 5 елемента"
100 грама съдържат:,"['238', '28.97', '0', '12.67'] -> 4 елемента"
100 грама съдържат:,"['29', '1.51', '6.94', '0.09'] -> 4 елемента"
100 грама съдържат:,"['82', '0.40', '20', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['173', '31.20', '0', '4.40'] -> 4 елемента"
100 грама съдържат:,"['271', '7.90', '63.37', '0.72'] -> 4 елемента"
100 грама съдържат:,"['178', '17.80', 'Няма', 'данни', '11.90'] -> 5 елемента"
100 грама съдържат:,"['202', '24.50', '0', '10.85'] -> 4 елемента"
100 грама съдържат:,"['355', '23', '0.50', '29'] -> 4 елемента"
100 грама съдържат:,"['81', '0.50', '19.70', 'Няма', 'данни'] -> 5 елемента"
100 грама съдържат:,"['277', '3.80', '70.70', '1.20'] -> 4 елемента"
100 грама съдържат:,"['900', '0', '0', '100'] -> 4 елемента"
100 грама съдържат:,"['387', '22.39', '57.82', '6.69'] -> 4 елемента"
100 грама съдържат:,"['56.50', '10.50', '2.75', '0.25'] -> 4 елемента"
100 грама съдържат:,"['89', '0.88', '14.71', '2.94'] -> 4 елемента"
100 грама съдържат:,"['71', '3.40', '4.20', '2.90'] -> 4 елемента"
100 грама съдържат:,"['122', '20.90', '1.35', '3.63'] -> 4 елемента"
100 грама съдържат:,"['127', '22.54', '0', '3.40'] -> 4 елемента"
100 грама съдържат:,"['123', '123', '123', '123'] -> 4 елемента"
