Serving Size,nutritions
100 грама съдържат:,"['138', '12.70', '2.70', '8.50'] -> 4 елемента"
100 грама съдържат:,"['37', 'Няма', 'данни', '9.35', 'Няма', 'данни'] -> 6 елемента"
100 грама съдържат:,"['60', '0.37', '14.77', '0.13'] -> 4 елемента"
100 грама съдържат:,"['42', '0.68', '5.11', '2.04'] -> 4 елемента"
100 грама съдържат:,"['429', '4', '2', '45'] -> 4 елемента"
100 грама съдържат:,"['123', '24', 'Няма', 'данни', '3'] -> 5 елемента"
100 грама съдържат:,"['90', '18', 'Няма', 'данни', '2'] -> 5 елемента"
100 грама съдържат:,"['345', '19.70', '1.30', '29'] -> 4 елемента"
100 грама съдържат:,"['246', '18.49', '0.06', '18.52'] -> 4 елемента"
100 грама съдържат:,"['114', '23', '1', '2'] -> 4 елемента"
100 грама съдържат:,"['327', '25.50', '3', '23.70'] -> 4 елемента"
100 грама съдържат:,"['1,114', '53', '150', '63'] -> 4 елемента"
100 грама съдържат:,"['123', '15.09', '4.69', '5.06'] -> 4 елемента"
100 грама съдържат:,"['494', '6', '50', '30'] -> 4 елемента"
100 грама съдържат:,"['740', '0.50', 'Няма', 'данни', '82'] -> 5 елемента"
100 грама съдържат:,"['517', '7.10', '66', '25'] -> 4 елемента"
100 грама съдържат:,"['244', '4', '30', '12'] -> 4 елемента"
100 грама съдържат:,"['539', '6', '60.80', '30.20'] -> 4 елемента"
100 грама съдържат:,"['516', '6.70', '48', '33'] -> 4 елемента"
100 грама съдържат:,"['541', '6', '50', '35'] -> 4 елемента"
100 грама съдържат:,"['199', '2.90', '31.66', '6.76'] -> 4 елемента"
100 грама съдържат:,"['525', '6.50', '50', '33'] -> 4 елемента"
100 грама съдържат:,"['434', '8.10', '69', '14'] -> 4 елемента"
100 грама съдържат:,"['121', '7.30', '13.30', '3.30'] -> 4 елемента"
100 грама съдържат:,"['44', '3', '4.50', '1.60'] -> 4 елемента"
100 грама съдържат:,"['69', '1.68', '15.71', '0.10'] -> 4 елемента"
100 грама съдържат:,"['110', '0.30', '11.30', '0.10'] -> 4 елемента"
100 грама съдържат:,"['72', '2.50', '14.70', '0.30'] -> 4 елемента"
100 грама съдържат:,"['338', '14.80', '58.50', '5'] -> 4 елемента"
100 грама съдържат:,"['2,000', '0', '0', '0'] -> 4 елемента"
100 грама съдържат:,"['12', '1.60', '1.20', '0.10'] -> 4 елемента"
100 грама съдържат:,"['128', '7.52', '24.77', '0.10'] -> 4 елемента"
100 грама съдържат:,"['148', '0.80', '26', '4.20'] -> 4 елемента"
100 грама съдържат:,"['74', '2.10', '12', '2'] -> 4 елемента"
100 грама съдържат:,"['90', '14.80', '1', '3'] -> 4 елемента"
100 грама съдържат:,"['203', '2.60', '46', '0.90'] -> 4 елемента"
100 грама съдържат:,"['101', '16.50', '2', '3'] -> 4 елемента"
100 грама съдържат:,"['224', '8.50', '1.20', '20.60'] -> 4 елемента"
100 грама съдържат:,"['103', '3.70', '15.20', '3'] -> 4 елемента"
100 грама съдържат:,"['211', '19.67', '3.34', '12.67'] -> 4 елемента"
100 грама съдържат:,"['97', '3.70', '13.80', '3'] -> 4 елемента"
100 грама съдържат:,"['280', '9', '60', '0.10'] -> 4 елемента"
100 грама съдържат:,"['95', '3.80', '13.30', '3'] -> 4 елемента"
100 грама съдържат:,"['673', '14', '3.60', '67'] -> 4 елемента"
100 грама съдържат:,"['24', '3.23', '4.10', '0.23'] -> 4 елемента"
100 грама съдържат:,"['169', '23.68', '1.47', '6.86'] -> 4 елемента"
100 грама съдържат:,"['110', '19.60', '0', '2.88'] -> 4 елемента"
100 грама съдържат:,"['195', '25.30', 'Няма', 'данни', '10.40'] -> 5 елемента"
100 грама съдържат:,"['37', '0.70', '9.21', '0.09'] -> 4 елемента"
100 грама съдържат:,"['90', '18.31', '0', '1.31'] -> 4 елемента"
100 грама съдържат:,"['81', '8.47', '6.53', '4.45'] -> 4 елемента"
100 грама съдържат:,"['412', '3.10', '59.50', '18.30'] -> 4 елемента"
100 грама съдържат:,"['116', '23.48', '0', '1.69'] -> 4 елемента"
100 грама съдържат:,"['322', '0.34', '82.74', '0.07'] -> 4 елемента"
100 грама съдържат:,"['155', '21.32', '3.07', '5.78'] -> 4 елемента"
100 грама съдържат:,"['453', '4.60', '64.20', '19.80'] -> 4 елемента"
100 грама съдържат:,"['127', '5', '20', '3'] -> 4 елемента"
100 грама съдържат:,"['105', '2', '21.20', '1.30'] -> 4 елемента"
100 грама съдържат:,"['305', '36', '29', '5'] -> 4 елемента"
100 грама съдържат:,"['138', '3', '27', '2'] -> 4 елемента"
100 грама съдържат:,"['17', '4', '0', '0'] -> 4 елемента"
100 грама съдържат:,"['15', '0.72', '3.27', '0.17'] -> 4 елемента"
100 грама съдържат:,"['22', '2.11', '3.87', '0.35'] -> 4 елемента"
100 грама съдържат:,"['133', '20.60', 'Няма', 'данни', '5.60'] -> 5 елемента"
100 грама съдържат:,"['297', '16', '2', '25'] -> 4 елемента"
100 грама съдържат:,"['15', '0.80', '3.50', '0.10'] -> 4 елемента"
100 грама съдържат:,"['62', '5.25', '11.60', '0.90'] -> 4 елемента"
100 грама съдържат:,"['271', '8.80', '50', '3.50'] -> 4 елемента"
100 грама съдържат:,"['331', '9', '53.80', '8.90'] -> 4 елемента"
100 грама съдържат:,"['19', '2.11', '2.92', '0.37'] -> 4 елемента"
100 грама съдържат:,"['311', '16.37', '3.05', '25.39'] -> 4 елемента"
100 грама съдържат:,"['85', '12', '2.50', '3'] -> 4 елемента"
100 грама съдържат:,"['93', '14.50', '2', '3'] -> 4 елемента"
100 грама съдържат:,"['352', '10', '59.10', '6.40'] -> 4 елемента"
100 грама съдържат:,"['475', '50', '44', '11'] -> 4 елемента"
100 грама съдържат:,"['119', '3.05', '21.15', '2.70'] -> 4 елемента"
100 грама съдържат:,"['440', '44', '48', '8'] -> 4 елемента"
100 грама съдържат:,"['366', '5.95', '80.13', '1.42'] -> 4 елемента"
100 грама съдържат:,"['277', '1.81', '74.97', '0.15'] -> 4 елемента"
100 грама съдържат:,"['131', '2', '27.76', '1.38'] -> 4 елемента"
100 грама съдържат:,"['463', '19', '54', '19'] -> 4 елемента"
100 грама съдържат:,"['187', '27.42', '0', '7.72'] -> 4 елемента"
100 грама съдържат:,"['386', '46', '19', '14'] -> 4 елемента"
100 грама съдържат:,"['622', '19', '24', '50'] -> 4 елемента"
100 грама съдържат:,"['63', '3.33', '4.74', '3.46'] -> 4 елемента"
100 грама съдържат:,"['56', '0.03', '14.40', '0'] -> 4 елемента"
100 грама съдържат:,"['61', '1.90', '11.80', '0.70'] -> 4 елемента"
100 грама съдържат:,"['185', '26.26', '0', '8.06'] -> 4 елемента"
100 грама съдържат:,"['23', '1.10', '5.10', '0.30'] -> 4 елемента"
100 грама съдържат:,"['172', '7.89', '5.90', '12.95'] -> 4 елемента"
100 грама съдържат:,"['54', '0.91', '13.81', '0.02'] -> 4 елемента"
100 грама съдържат:,"['32', '1.32', '7.09', '0.39'] -> 4 елемента"
100 грама съдържат:,"['59', '2.13', '10.24', '1.93'] -> 4 елемента"
100 грама съдържат:,"['91', '19.60', '0.50', '1.16'] -> 4 елемента"
100 грама съдържат:,"['19', '1.60', '2.20', '0.40'] -> 4 елемента"
100 грама съдържат:,"['31', '1.82', '7.13', '0.12'] -> 4 елемента"
100 грама съдържат:,"['37', '0.62', '9.57', '0.03'] -> 4 елемента"
100 грама съдържат:,"['54', '0.27', '13.92', '0.02'] -> 4 елемента"
100 грама съдържат:,"['127', '6.30', '18.30', '3.20'] -> 4 елемента"
100 грама съдържат:,"['337', 'Няма', 'данни', '82', '1'] -> 5 елемента"
100 грама съдържат:,"['147', '1.70', '5.10', '13.30'] -> 4 елемента"
100 грама съдържат:,"['248', '6', '2', '24'] -> 4 елемента"
100 грама съдържат:,"['326', '0', '47', '0'] -> 4 елемента"
100 грама съдържат:,"['285', '6', '3.10', '27.50'] -> 4 елемента"
100 грама съдържат:,"['516', '6.30', '60.60', '27.60'] -> 4 елемента"
100 грама съдържат:,"['85', '12', '2.50', '3'] -> 4 елемента"
100 грама съдържат:,"['351', '76.92', '4.17', '0.04'] -> 4 елемента"
100 грама съдържат:,"['263', '8', '54.10', '1.60'] -> 4 елемента"
100 грама съдържат:,"['219', '7.40', '1.50', '20.40'] -> 4 елемента"
100 грама съдържат:,"['277', '3', '64', '1'] -> 4 елемента"
100 грама съдържат:,"['31', '1.10', '4.90', '0.80'] -> 4 елемента"
100 грама съдържат:,"['190', '1.40', '5.10', '18.20'] -> 4 елемента"
100 грама съдържат:,"['282', '30', '18', '10'] -> 4 елемента"
100 грама съдържат:,"['26', '3.20', '1.60', '0.70'] -> 4 елемента"
100 грама съдържат:,"['120', '22.96', '0', '2.42'] -> 4 елемента"
100 грама съдържат:,"['201', '3', '36', '5'] -> 4 елемента"
100 грама съдържат:,"['158', '17.96', '0', '9.04'] -> 4 елемента"
100 грама съдържат:,"['79', '2', '11', '3'] -> 4 елемента"
100 грама съдържат:,"['716', '7.79', '12.83', '76.08'] -> 4 елемента"
100 грама съдържат:,"['337', '14.54', '70.58', '2.13'] -> 4 елемента"
100 грама съдържат:,"['589', '9', '37', '45'] -> 4 елемента"
100 грама съдържат:,"['25', '2.90', '2', '0.60'] -> 4 елемента"
100 грама съдържат:,"['71', '13.61', '0.91', '1.01'] -> 4 елемента"
100 грама съдържат:,"['23', '2.36', '4.89', '0.86'] -> 4 елемента"
100 грама съдържат:,"['105', '16', '2', '3.70'] -> 4 елемента"
100 грама съдържат:,"['900', '0', '0', '99.80'] -> 4 елемента"
100 грама съдържат:,"['29', '0.79', '6.82', '0.10'] -> 4 елемента"
100 грама съдържат:,"['14', '0.32', '2.77', '0.20'] -> 4 елемента"
100 грама съдържат:,"['36', '0.58', '9.15', '0.10'] -> 4 елемента"
100 грама съдържат:,"['54', '3.27', '6.28', '1.75'] -> 4 елемента"
100 грама съдържат:,"['882', '0', '0', '99.80'] -> 4 елемента"
100 грама съдържат:,"['175', '28.69', '0', '5.83'] -> 4 елемента"
100 грама съдържат:,"['222', '24.10', 'Няма', 'данни', '13.90'] -> 5 елемента"
100 грама съдържат:,"['264', '18.52', '0', '21.08'] -> 4 елемента"
100 грама съдържат:,"['200', '30.20', '0', '7.86'] -> 4 елемента"
100 грама съдържат:,"['234', '28.81', '0', '12.31'] -> 4 елемента"
100 грама съдържат:,"['99', '16.60', '0', '3.10'] -> 4 елемента"
100 грама съдържат:,"['296', '19', '1', '24'] -> 4 елемента"
100 грама съдържат:,"['122', '19.60', 'Няма', 'данни', '4.80'] -> 5 елемента"
100 грама съдържат:,"['394', '27.10', '0.10', '31.70'] -> 4 елемента"
100 грама съдържат:,"['104', '18.74', '0', '2.64'] -> 4 елемента"
100 грама съдържат:,"['300', '19.80', '0.50', '24.26'] -> 4 елемента"
100 грама съдържат:,"['278', '18', '2', '22'] -> 4 елемента"
100 грама съдържат:,"['902', '0', '0', '100'] -> 4 елемента"
100 грама съдържат:,"['341', '23', '57.90', '1'] -> 4 елемента"
100 грама съдържат:,"['61', '3.40', '4.70', '3.20'] -> 4 елемента"
100 грама съдържат:,"['362', '12', '75', '1.50'] -> 4 елемента"
100 грама съдържат:,"['62', '3.20', '4.30', '3.60'] -> 4 елемента"
100 грама съдържат:,"['548', '2.20', '56.90', '34.60'] -> 4 елемента"
100 грама съдържат:,"['31', '2.95', '6.09', '0.30'] -> 4 елемента"
